WVZ-Nr. (R | S | E/M),edwoca-ID,,,,,,,
"R 14,Nr. 7",2011,,,,,,,
[R 38],2012,,,,,,,
[R 213],2013,,,,,,,
"R 449,Nr. 4",2014,,,,,,,
R 444,2015,,,,,,,
R 444 (und 465),2016,,,,,,,
R 444,2017,,,,,,,
R 444,2018,,,,,,,
R 444,2019,,,,,,,
R 444,2020,,,,,,,
R 444,2021,,,,,,,
"R 455 | S 124 | H4
R 456 | S 125 | H6",2022,,,,,,,
R 455 | S 124 | H4,2023,,,,,,,
R 456 | S 125 | H6,2024,,,,,,,
R 452 | S 121 | H1,2025,,,,,,,
R 452 | S 121 | H1,2026,,,,,,,
,2027,,,,,,,
R 457 | S 126/2 | H8,2028,,,,,,,
R 454 | S 122 | H9,2029,,,,,,,
R 453 | S 120 | H2,2030,,,,,,,
R 541,2031,,,,,,,
R 455 | S 124 | H4,2032,,,,,,,
R 456 | S 125 | H6,2033,,,,,,,
R 603/1,2034,,,,,,,
R 603/1,2035,,,,,,,
R 447,2036,,,,,,,
R 504,2037,,,
R 484,2038,,,,,,,
R 182,2039,,,,,,,
"R 542,1",2040,,,,,,,
"R 106,1",2041,,,,,,,
R 457,2042,,,,,,,
"R 10e,Nr.5",2043,,,,,,,
,2044,,,,,,,
R 359 | S 637 | C11,2045,,,,,,,
R 360 | S 638 | C12,2046,,,,,,,
R 365 | S 643 | C16,2047,,,,,,,
"R 455 | S 124 | H4
S 125a | Q6        
R 456 | S 125 | H6",2048,,,,,,,
R 455 | S 124 | H4,2049,,,,,,,
R 455 | S 124 | H4,2050,,,,,,,
R 455 | S 124 | H4,2051,,,,,,,
S 125a | Q6,2052,,,,,,,
R 456 | S 125 | H6,2053,,,,,,,
R 455 | S 124 | H4,2054,,,,,,,
R 456 | S 125 | H6,2055,,,,,,,
R 483 | S 47 | J41,2056,,,,,,,
R 483,2057,,,,,,,
R 483,2058,,,,,,,
R 607,2059,,,,,,,
S 723a | W6 ,2060,,,,,,,
"R 236,2",2061,,,,,,,
,2062,,,,,,,
,2063,,,,,,,
"R 354,1",2064,,,,,,,
,2065,,,,,,,
,2066,,,,,,,
R 75 | S 168 | A94,2067,,,,,,,
R 638 | S 345 | L14,2068,,,,,,,
R 583 | S 302 | N45,2069,,,,,,,
"R 429,1 und 2 | S 112 | G25",2070,,,,,,,
"R 429,1",2071,,,,,,,
"R 429,2",2072,,,,,,,
R 556 | S 86 | M30,2073,,,,,,,
R 556 | S 86 | M30,2074,,,,,,,
R 556 | S 86 | M30,2075,,,,,,,
R - | S 67a / 67a bis | L6,2076,,,,,,,
R - | S 67a / 67a bis | L6,2077,,,,,,,
,2078,,,,,,,
R - | S 67a / 67a bis | L6,2079,,,,,,,
R 562 | S 92 | A268,2080,,,,,,,
R 562 | S 92 | A268,2081,,,,,,,
R 554 | S 84 | M28,2082,,,,,,,
R 554 | S 84 | M28,2083,,,,,,,
R 554 | S 84 | M28,2084,,,,,,,
R 544 | S 75 | M12,2085,,,,,,,
R 544 | S 75 | M12,2086,,,,,,,
R 544 | S 75 | M12,2087,,,,,,,
"R 539 | S 69/1 | L8/1
R 199 | S 507a | A213",2088,,,,,,,
R 539 | S 69/1 | L8/1,2089,,,,,,,
R 199 | S 507a | A213,2090,,,,,,,
S 692e,2091,,,,,,,
,2092,,,,,,,
,2093,,,,,,,
,2094,,,,,,,
,2095,,,,,,,
,2096,,,,,,,
,2097,,,,,,,
,2098,,,,,,,
,2099,,,,,,,
,2100,,,,,,,
R 476 | S 1 | O1,2101,,,,,,,
R 476 | S 1 | O1,2102,,,,,,,
R 410 | S 679 | F1,2103,,,,,,,
-,2104,,,,,,,
"R 407,1 | S 676 | E10",2105,,,,,,,
R 105c | S 242 | A60b,2106,,,,,,,
R 105c | S 242 | A60b,2107,,,,,,,
R 105c | S 242 | A60b,2108,,,,,,,
R 105c | S 242 | A60b,2109,,,,,,,
[R 53],2110,,,,,,,
R 143 | S 478 | A99,2111,,,,,,,
R 146 | S 481 | A147,2112,,,,,,,
R 374 | S 652 | C24,2113,,,,,,,
R 636 (?),2114,,,Fragment,korrigierte Abschrift (Fragment),,,
,2115,,,,,,,
R 620 | S 327 | N68,2116,,,,,,,
"R 642,1 | S 342/1 | K9/1",2117,,,,,,,
"R 642,2 | S 342/2 | K9/2",2118,,,,,,,
R 499b | S 34/2 | J19/2 ,2119,,,,,,,
R 667 | S 690 | Q1,2120,,,,,,,
R 283 | S 450 | A315,2121,,,,,,,
R 380 | S 259 | E1 ,2122,,,,,,,
R 340 | S 584 | B6,2123,,,,,,,
R 10a | S 160 | A159,2124,,,,,,,
R 10a/1 | S 160 | A159,2125,,,,,,,
R 10a/2 | S 160 | A159,2126,,,,,,,
R 10a/3 | S 160 | A159,2127,,,,,,,
R 10a/4 | S 160 | A159,2128,,,,,,,
R 10a/5 | S 160 | A159,2129,,,,,,,
R 10a/6 | S 160 | A159,2130,,,,,,,
R 10a/7 | S 160 | A159,2131,,,,,,,
R 10a/8 | S 160 | A159,2132,,,,,,,
R 10a/9 | S 160 | A159,2133,,,,,,,
R 10b/2 | S 161 | A55,2134,,,,,,,
R 586b | S 293/2 | N37,2135,,,,,,,
R 203 | S 533 | A98,2136,,,,,,,
R 152 | 398 | A23,2137,,,,,,,
R 236/2 | 424 | A36,2138,,,,,,,
R 378 | 655 | C3,2139,,,,,,,
R 489 | S 13/2 | I3,2140,,,,,,,
