,MGG (1),MGG (2),MGG (3),Raabe,Searle,Eckhardt-Müller,Werktitel (MGG),Titel des Werks ,Populartitel,Vertonung,Fassung,Version,Titel des untergeordneten Werks,Abteilungen / Akte / Abschnitte,Sammlung 1,Sammlung 2,Tonart,Taktart,Tempoangabe,Besetzung,Text-Incipits,Widmung an,Widmung diplomatisch,Kommentar zur Widmung,Musikalische Vorlage,Komponist,Textvorlage,Textdichter,Vorlage Kunstwerk,Künstler,Lokalitätsbezug,Kompositionszeitraum,"Entstehung und Herausgabe
(Fließtext)",Erstausgabe,Link Notentext EA,Anthologie,Folgeausgaben,UA,Weitere Aufführungen,Konzertberichte,Werkrezensionen,"Verweis auf andere ""Werke""",Briefstellen,Literatur (1),Seite (1),Literatur (2),Seite (2),Literatur (3),Seite (3),Literatur (4),Seite (4),Literatur (5),Seite(5),Neuausgaben,Bearbeiter,Kommentare Bearbeiter,Autographe Entwürfe (1),Link,Kommentar,Autographe Entwürfe (2),Link,Kommentar,Autographe Entwürfe (3),Kommentar,Autograph(e Stichvorlage) (1),Link ,Kommentar,Autograph(e Stichvorlage) (2),Link,Kommentar,Autograph(e Stichvorlage) (3),Link,Kommentar,Autographe Abschrift (1),Link,Kommentar,Autographe Abschrift (2),Link,Kommentar,Autographe Abschrift (3),Kommentar,Autographe Abschrift (4),Kommentar,Drucke mit Eintragungen von Liszts Hand (1),Link,Kommentar,Drucke mit Eintragungen von Liszts Hand (2),Link,Kommentar,"Auktionen, Katalog",Link,Kommentar
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,385,266,E39,,,,,,,Benedictus,,,,,6/4 3/2,Lento. Metronom: punktierte Halbe = 40,Org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,385,266,E39,,,,,,,Agnus Dei,,,,,Alla breve,Lento. Metronom: Halbe = 48,Org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,385,266,E39,,,,,,,Postludium,,,,As-Dur,C,Lento,Org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,386,265,E32,Gebet / Preghiera,Gebet / Preghiera,,,,,,,,,A-Dur,Alla breve,Andante,Org/Harm,,,,,,,,,,,,,,,,,-,,,,,E33,,Fukuda 1998a,24; 26–28,,,,,,,,,,DTie,,,,,,,,,,D-WRgs GSA 60/M 6,,15. Oktober 1879 ,D-Bhna Hs 121A/6,,,,,,D-WRgs GSA 60/M 7 ,,zwei Abschriften in zeitgenössischer Schrift ,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,387,267,E38,Am Grabe Richard Wagners,Am Grabe Richard Wagners,,,,,,,,,,,,Org/Harm,,,,,,,,,,,,,,,,,-,,,,,"A321, B42, D20, L15, W8",,Turner 1980,160,,,,,,,,,EMB i†; UE vi,DTie,,,,,,,,,,US-NYpm L774.A514,http://www.themorgan.org/music/manuscript/115157,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,388,263/187a,E28,Resignazione (Ergebung),Resignazione (Ergebung),,,,,,,,,,,,Tasteninstrument,,,,,,,,,,,,,,,,,-,,,,,,,Aumann 1991,7–8,,,,,,,,,EMB iii; NLGA i/12; UE vi,DTie,,US-NH GEN MSS 601 Box 325 Folder 1780 ,,,,,,,,US-Wc Rosenthal Collection ,,US-NYpm: zweite Version; liegt nicht mehr dort (jetzt: US-NH),A-Wn F28.Goellerich.620,,"Nicht wirklich Stichvorlage, kein Autograph, Reproduktion",,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,389,378/1,E30,Angelus! Prière aux anges gardiens,Angelus! Prière aux anges gardiens,,,,,,,,,,,,Harm,,,,Arr. von A283/1,,,,,,,,,,"Mz. 1883†, Schott",,,,,,,,D15,,Heinemann 1980,217,Gut 1981,57,Cannata 1997,199,,,,,EMB i; UE vi,DTie,,,,,,,,,,,,I-Ria Mss. Vess. 395: laut RISM Fragliches Autograph von 1877 ,,,,,,,H-Bami Fond 6/1 c-982/75,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,391,664,E19b/1,Der Papst-Hymnus [Pio IX] / Hymne du Pape (Tu es Petrus): 1. Version,Der Papst-Hymnus [Pio IX] / Hymne du Pape (Tu es Petrus),,,Version 1,,,,,,,,,Org/Harm,,,,--> I7 Nr.8,,,,,,,,,,"Erfurt 1865†, Körner",,,,,,,,"A228, B30",,,,,,,,,,,,EMB iii; UE iii,DTie,,H-Bn Ms.mus. 264 ,,,,,,,,F-Pn MS-185,https://gallica.bnf.fr/ark:/12148/btv1b7400232h,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/Y 4,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,391,261,E19,Der Papst-Hymnus [Pio IX] / Hymne du Pape (Tu es Petrus): 2. Version,Der Papst-Hymnus [Pio IX] / Hymne du Pape (Tu es Petrus),,,Version 2,,,,,,,,,Org/Harm/Pedalflügel,,,,,,,,,,,,,,"P. 1867†, Repos",,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,F-Pn MS-186,https://gallica.bnf.fr/ark:/12148/btv1b7400233x,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,[391],664,E19b/2,Der Papst-Hymnus [Pio IX] / Hymne du Pape (Tu es Petrus): 3. Version,Der Papst-Hymnus [Pio IX] / Hymne du Pape (Tu es Petrus),,,Version 3,,,,,,,,,Org,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,392,665,E35,San Francesco (Preludio per Il cantico del Sol di San Francesco),San Francesco (Preludio per Il cantico del Sol di San Francesco),,,,,,,,,,,,Org,,,,--> 'In dulci jubilo' (I8),,,,,,,,,,,,,-,,,,,"A301, A307",,Turner 1980 ,161,,,,,,,,,EMB iii†; UE vi,DTie,,,,,,,,,,US-NYpm L774.C231,http://www.themorgan.org/music/manuscript/115175,,,,,,,,D-WRgs GSA 60/M 5,,zeitgenössische Schrift ,D-WRgs GSA 60/M 8,,Rom 29.11. 1885; abgeschrieben von August Göllerrich; komponiert 17. -20. September 1880,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,393,666,E26,Preludio (zu den Glocken des Straßburger Münsters: 'Excelsior!'),Preludio (zu den Glocken des Straßburger Münsters: 'Excelsior!'),,,,,,,,,,,,"Org, Singst ad lib.",,,,Arr. von L15/1,,,,,,,,,,,,,-,,,,,B42,,,,,,,,,,,,EMB ii; UE vi,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,394,669,E27,"Zwei Kirchenhymnen: 1 Salve Regina, 2 Ave maris stella (2 Versionen)",Zwei Kirchenhymnen,,,,,,,,,,,,Org bzw. Org/Harm,,,,--> J19,,,,,,,,,,,,,-,,,,,,,Auman 1991,26–27,Fukuda 1998a,24;29–32,,,,,,,,DTie,,,,,,,,,,US-Wc Rosenthal Collection ,,Nur. Nr. 1; D-WRgs: in der Datenbank nicht zu finden ,D-BHna Hs 121 A/8,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,,,,,,,,,,1 Salve Regina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,,,,,,,,Version 1,,2 Ave maris stella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,,,,,,,,Version 2,,2 Ave maris stella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,396,670,E34,"Rosario: 1 Mysteria gaudiosa, 2 Mysteria dolorosa, 3 Mysteria gloriosa",Rosario,,,,,,,,,,,,Org/Harm,,,,Arr. von J37 (mit Ausnahme von Nr. 4),,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,EMB iii†; UE v,DTie,,,,,,,,,,"D-WRgs GSA 60/C 3
",,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,,,,,,,,,,1 Mysteria gaudiosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,,,,,,,,,,2 Mysteria dolorosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,,,,,,,,,,3 Mysteria gloriosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,397,668,E18,"Slavimo slavno, Slaveni! (Andante maestoso)","Slavimo slavno, Slaveni! (Andante maestoso)",,,,,,,,,,,,Org,,,,,,,,,,,,,,,,,-,,,,,J16,,,,,,,,,,,,EMB i; UE iii,DTie,,,,,,,,,,,,laut Raabe Urschrift im Besitz von Göllerich gewesen; Verbleib unklar ,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,398,672,E6,Weimar's Volkslied,Weimar's Volkslied,,,,,,,,,,,,Org/Harm,,,,,,,,,,,,,,,,,-,,,,,"A191, B16, L10, M32, N53",,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/Y 3,,Schrift: Gottschlag und Handschrift Liszt ,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,399,674,E37,Ungarns Gott / A magyarok Istene,Ungarns Gott / A magyarok Istene,,,,,,,,,,,,Org/Harm,,,,,,,,,,,,,,"Budapest 1881†, Táborszky & Parsch",,,,,,,,"A309, L16, M37",,,,,,,,,,,,EMB iii; UE vi,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,400,658,E15,Evocation à la Chapelle Sixtine (Miserere d'Allegri et Ave verum corpus de Mozart),,,,,,,,,,,,,Org/Harm/Pedalflügel,,,,,,,,,,,,,,"Erfurt 1865†, Körner",,,,,,,,"A217, B26, G26",,,,,,,,,,,,EMB ii; UE ii,DTie,,,,,,,,,,S-Smf MMS 854/4,,alte Signatur?: S-Smf L 12 Ms 1581,,,,,,,D-WRgs GSA 60/Y 3,,Schrift: Gottschlag und Handschrift von Liszt ,"D-LEsta 21069 C.F. Kahnt, Nr.96",,zeitgenössische Schrift; Nur eine Bearbeitung des Ave Verums von Mozart in einer anderen Fassung für das Album für Orgelspieler 1886; Stichvorlage,,,,,H-Bl Ms mus L 075 ,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,,,,,,,,,,Miserere d'Allegri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,,,,,,,,,,Ave verum corpus de Mozart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,401,659,E14,Ave Maria von Arcadelt,Ave Maria von Arcadelt,,,,,,,,,,,,Org/Harm,,,,,,,,,,,,,,"Erfurt 1865†, Körner",,,,,,,,A216,,,,,,,,,,,,EMB i; UE iii,DTie,,,,,,,,,,S-Smf MMS 854/3,,alte Signatur?: S-Smf L 12 Ms 1581,,,,,,,D-WRgs GSA 60/Y 3 ,,Schrift: Gottschlag und Handschrift von Liszt ,,,,,,,,D-WRgs GSA 60/Y 4,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,403,661,E13,"Adagio von Bach [aus: Vl-Sonate, BWV 1017]","Adagio von Bach [aus: Vl-Sonate, BWV 1017]",,,,,,,,,,,,Org/Harm/Pedalflügel,,,,,,,,,,,,,,"Lpz. 1869†, Schuberth",,,,,,,,,,,,,,,,,,,,EMB iv; UE vii,DTie,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/Y 3,,Schrift: Gottschlag und Liszts Handschrift ,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,404,662,E16,Fr. Chopins Präludien [op.28 Nr. 4 und 9],Fr. Chopins Präludien ,,,,,,,,,,,,Org,,,,,,,,,,,,,,"Lpz. 1869†, Schuberth",,,,,,,,,,,,,,,,,,,,EMB iv; UE vii,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,,,,,,,,,,Nr. 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,,,,,,,,,,Nr. 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,405,663,E21,Regina coeli laetare [Lassus],Regina coeli laetare [Lassus],,,,,,,,,,,,Org/Harm/Pedalflügel,,,,,,,,,,,,,,"Lpz. 1869†, Schuberth",,,,,,,,,,,,,,,,,,,,EMB iv; UE vii,DTie,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/Y 3,,Fragment; Schrift: Gottschlag und Liszts Handschrift ,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,406,675,E2,Kirchliche Fest-Ouvertüre über den Choral 'Ein feste Burg ist unser Gott' [Nicolai],Kirchliche Fest-Ouvertüre über den Choral 'Ein feste Burg ist unser Gott' [Nicolai],,,,,,,,,,,,Org/Harm/Pedalflügel,,,,,,,,,,,,,,"Lpz. 1852†, Hofmeister",,,,,,,,,,Eckhardt 1986,179–181,,,,,,,,,EMB iv; UE vii,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H-Bn Mus. Pr. 10.830, Koll. 1",,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,534,674a,E31,Via crucis,Via crucis,,,,,[differenzieren?],,,,,,,Org,,,,Arr. von J33,,,,,,,,,,,,,-,,,,,"A287, B52",,,,,,,,,,,,EMB iii (in Teilen); UE v,DTie,,,,,,,,,,,,"H-Bn: nicht nachweisbar, keine Antwort erhalten (Stand 15.05.17)",,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,-,-,E22,4 Consolations,Consolations,,,,,,,,,,,,Org/Harm/Pedalflügel,,,,--> A111b Nr.3-6 (Nr.1 orig. D),,,,,,,,,,,,,-,,,,,D11,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,,,,,,,,,,Nr. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,,,,,,,,,,Nr. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,,,,,,,,,,Nr. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,,,,,,,,,,Nr. 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,-,-,E42,"Ave verum corpus [Mozart, KV 618]","Ave verum corpus [Mozart, KV 618]",,,,,,,,,D-Dur,C,Adagio,Org/Harm,,,,,Aver verum corpus,[Wolfgang Amadeus Mozart 118584596],Hymnus,[Thomas von Aquin 118622110},,,,,,"Lpz. o.J. (nach 1886)†, Kahnt",,,,,,,,"A267/1-4, A286, A294, A300, A308, J43, J44",,,,,,,,,,,,EMB iv; UE vii,DTie,,,,,,,,,,,,,,,,,,,"D-LEsta 21069 C.F. Kahnt, Nr.96","Stichvorlage für den Druck bei Kahnt. In: Album f. Orgelspieler. Eine Sammlung v. Orgelkompositionen älterer u. neuerer Meister zum Studium u. öffentlichen Vortrag, 1886.
Unter derselben Archivnummer wird außerdem ein vierstimmiges Ave verum von Liszt aufbewahrt.
Auf f.1r oben rechts mit blauem Stift ""1809"" sowie unten mit Bleistift ""2821"".
In RaaL unter Nr.400 (= Evocation á la Chapelle Sixtine, Miserere d'Allegri et Ave verum de Mozart) Hinweis auf vorliegende Bearbeitung: ""Das Ave verum von Mozart auch einzeln bei Kahnt (andere Fassung)"".",,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,[193a],[504/1],E24,"Ave Maria [II], D",Ave Maria [II],,,,,,,,,D-Dur,,,Harm,,,,Arr. von J24,,,,,,,,,,,,,"Lpz. 1871, Kahnt",,,,,"A247a, K4",,,,,,,,,,,,EMB i; UE vi,DTie,,,,,,,,,,NL-DHnmi 64/IA1,,,,,D-WRgs: in der Datenbank nicht eindeutig zuordenbar ,,,,"D-LEsta 21069 C.F. Kahnt, Nr.111/4",,zeitgenössische Schrift mit Liszt Unterschrift am Schluss; Stichvorlage ,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,[270],[437],E29,Agnus Dei de la Messe de Requiem [Verdi],Agnus Dei de la Messe de Requiem [Verdi],,,,,,,,,,,,Org/Harm/Pedalflügel,,,,,,,,,,,,,,"Mld. 1879†, Ric.",,,"Mld. 1883 (rev.), Ric.",,,,,A284,,,,,,,,,,,,EMB iv; UE vii,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,[412],[261a],E12,Andante religioso,Andante religioso,,,,,,,,,,,,Org/Harm/Pedalflügel,,,,--> G1,,,,,,,,,,"Lpz. 1862†, Klinkhardt",,,"Lpz. 1869 (2. Ausg.), Schuberth",,,,,"B37, C9",,,,,,,,,,,,EMB i; UE iv,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H-Bl Ms mus L 073 ,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,[415],[98],E11,Orpheus,Orpheus,,,,,,,,,,,,Org/Harm/Pedalflügel,,,,,,,,,,,,,,"Lpz. 1873†, Schuberth",,,,,,,,"C12, G9, W6",,,,,,,,,,,,EMB iii; UE iv,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,[426],[109],E8,"Einleitung, Fuge und Magnificat aus der Symphonie zu Dantes Divina commedia","Einleitung, Fuge und Magnificat aus der Symphonie zu Dantes Divina commedia",,,,,,,,,,,,Org/Harm/Pedalflügel,,,,Arr. von G14,,,,,,,,,,"Lpz. 1869†, Schuberth",,,,,,,,,,,,,,,,,,,,EMB ii; UE vi,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,[477],[2],E25,Einleitung zur Legende der Heiligen Elisabeth,Einleitung zur Legende der Heiligen Elisabeth,,,,,,,,,,,,Org/Harm/Pedalflügel,,,,"Arr. von I4, angefertigt von Müllerhartung und Liszt",,,,,,,,,,"Lpz. 1873†, Kahnt",,,"Lpz. 1873, Schuberth",,,,,"A192, B27",,,,,,,,,,,,EMB ii; UE iv,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,[496b],[20/2],E4,Ave Maria [I],Ave Maria [I],,,,,,,,,,,,Org,,,,Arr. von J1,,,,,,,,,,"Lpz. 1860†, B&H",,,,,,,,,,,,,,,,,,,,EMB ii; UE iv,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,[515],[58],E36,O sacrum convivium,O sacrum convivium,,,,,,,,,E-Dur,4/2,"Andante, con divozione",Org/Harm,,,,,,,O sacrum convivium,[Thomas von Aquin 118622110],,,,,,,,,-,,,,,J40,,,,,,,,,,,,UE vi†,"DTie, UR",,,,,,,,,,,,,,,,,,,"D-B Mus.ms.autogr. Liszt, F. 15",http://resolver.staatsbibliothek-berlin.de/SBB0002F75600000000,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,390/1,268/1,E41,Introitus,Introitus,,,,,,,,,C-Dur,C,Lento. Metronom: Viertel = 92,Org,,,,,,,,,,,,,,"Lpz. 1887†, Körner",,,,,,,,,,,,,,,,,,,,EMB ii; UE vi,DTie,,,,,,,,,,D-WRgs GSA 60/M 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,390/2,268/2,E7,"Les morts, oraison / Die Todten, Oration",Les Morts - Oraison / Die Todten - Oration,,,,,,,,,,C,Sehr langsam,Org,,,,Arr. von G25/1,,,Les morts,[Félicité Robert de Lamennais 118568930],,,,,,"Lpz. 1890†, Siegel",,,,,,,,A202/1,,,,,,,,,,,,EMB iii; UE iii,DTie,,,,,,,,,,D-WRgs GSA 60/Y 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,395,671,E40,"In domum Domini ibimus (Zum Haus des Herren ziehen wir), Kirchliches Präludium","In domum Domini ibimus (Zum Haus des Herren ziehen wir), Kirchliches Präludium",,,,,,,,,,,,Org,,,,"A331, J46",,,,,,,,,,,,,-,,,,,,,Jerger 1976 ,293,Eckhardt 1986,59–62,,,,,,,EMB iii,DTie,,,,,,,,,,H-Bn Ms.mus. 7.068 2a-b ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,402,660[/1],E9,"Einleitung und Fuge aus der Kantate 'Ich hatte viel Bekümmernis' [Bach, BWV21]","Einleitung und Fuge aus der Kantate 'Ich hatte viel Bekümmernis' [Bach, BWV21]",,,,,,,,,,,,Org/Harm/Pedalflügel,,,,,,,,,,,,,,"Lpz. 1869†, Schuberth",,,,,,,,E5,,,,,,,,,,,,EMB iv; UE vii,DTie,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/Y 3 ,,Schrift: Gottschlag und Liszts Handschrift, ,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,402 [2],660 [2],E5,"Aus tiefer Noth schrei ich zu dir [Bach, BWV38]","Aus tiefer Noth schrei ich zu dir [Bach, BWV38]",,,,,,,,,,,,Org/Harm/Pedalflügel,,,,,,,,,,,,,,"Lpz. 1869†, Schuberth",,,,,,,,,,Auman 1991,26,,,,,,,,,EMB iv; UE vii,DTie,,,,,,,,,,US-Wc ML96.L58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
